"ORDER_LINE_ID","ORDER_ID","PRODUCT_ID","CUSTOMER_ID","ORDER_STATUS","ORDER_DATE","ORDER_QUANTITY"
"10007-7SBT89-1","10007-7SBT89",240,10007,Delivered,"2019-10-01",1
"10007-7SBT89-2","10007-7SBT89",160,10007,Delivered,"2019-10-01",1
"10007-7SBT89-3","10007-7SBT89",240,10007,Delivered,"2019-10-01",1
"10008-2DBS46-1","10008-2DBS46",150,10008,Delivered,"2020-06-09",1
"10008-5ANQ30-1","10008-5ANQ30",340,10008,Delivered,"2019-03-18",1
"10008-5ANQ30-2","10008-5ANQ30",160,10008,Delivered,"2019-03-18",1
"10008-5ANQ30-3","10008-5ANQ30",340,10008,Delivered,"2019-03-18",1
"10008-5ANQ30-4","10008-5ANQ30",240,10008,Delivered,"2019-03-18",1
"10008-6XGP56-1","10008-6XGP56",340,10008,Delivered,"2018-03-18",2
"10008-6YOG88-1","10008-6YOG88",130,10008,Delivered,"2019-05-06",1
"10008-6YOG88-2","10008-6YOG88",130,10008,Delivered,"2019-05-06",1
"10008-8DIV57-1","10008-8DIV57",410,10008,Delivered,"2018-05-20",1
"10008-8RCY39-1","10008-8RCY39",150,10008,Returned,"2020-03-06",1
"10009-5REZ14-1","10009-5REZ14",340,10009,Delivered,"2020-04-30",1
"10009-5REZ14-2","10009-5REZ14",330,10009,Delivered,"2020-04-30",1
"10009-5REZ14-3","10009-5REZ14",410,10009,Delivered,"2020-04-30",1
"10009-9TPC78-1","10009-9TPC78",160,10009,Delivered,"2019-02-04",1
"10010-2AZL04-1","10010-2AZL04",130,10010,Delivered,"2016-10-27",2
"10010-2AZL04-2","10010-2AZL04",160,10010,Delivered,"2016-10-27",1
"10010-4ORX92-1","10010-4ORX92",150,10010,Delivered,"2016-09-07",1
"10011-6QSP53-1","10011-6QSP53",160,10011,Delivered,"2020-06-03",1
"10013-2FBF94-1","10013-2FBF94",340,10013,Delivered,"2018-08-28",1
"10013-2VXD09-1","10013-2VXD09",130,10013,Delivered,"2020-02-13",1
"10013-2VXD09-2","10013-2VXD09",160,10013,Delivered,"2020-02-13",2
"10013-3MZN35-1","10013-3MZN35",210,10013,Delivered,"2019-07-10",1
"10013-3MZN35-2","10013-3MZN35",130,10013,Delivered,"2019-07-10",1
"10013-6FSI28-1","10013-6FSI28",160,10013,Returned,"2019-08-10",1
"10013-8IAT07-1","10013-8IAT07",160,10013,Delivered,"2019-03-30",1
"10013-8IAT07-2","10013-8IAT07",160,10013,Delivered,"2019-03-30",1
"10014-1VKS00-1","10014-1VKS00",220,10014,Delivered,"2020-05-02",1
"10014-1VKS00-2","10014-1VKS00",240,10014,Delivered,"2020-05-02",4
"10014-2OKB03-1","10014-2OKB03",160,10014,Returned,"2017-11-09",1
"10014-6WZI29-1","10014-6WZI29",130,10014,Delivered,"2018-12-07",1
"10014-7ZNP98-1","10014-7ZNP98",410,10014,Delivered,"2020-08-17",1
"10014-7ZNP98-2","10014-7ZNP98",130,10014,Delivered,"2020-08-17",1
"10014-7ZNP98-3","10014-7ZNP98",150,10014,Delivered,"2020-08-17",1
"10014-7ZNP98-4","10014-7ZNP98",230,10014,Delivered,"2020-08-17",1
"10014-8PSG02-1","10014-8PSG02",160,10014,Delivered,"2019-07-07",1
"10015-2JMH51-1","10015-2JMH51",340,10015,Delivered,"2020-05-27",1
"10015-3LQS69-1","10015-3LQS69",120,10015,Delivered,"2020-02-04",3
"10015-7BHL47-1","10015-7BHL47",240,10015,Delivered,"2018-12-15",1
"10016-1QWZ34-1","10016-1QWZ34",140,10016,Delivered,"2019-10-07",1
"10016-1QWZ34-2","10016-1QWZ34",160,10016,Delivered,"2019-10-07",1
"10016-4ISI96-1","10016-4ISI96",240,10016,Delivered,"2020-01-28",1
"10016-4ISI96-2","10016-4ISI96",240,10016,Delivered,"2020-01-28",1
"10016-4ISI96-3","10016-4ISI96",160,10016,Delivered,"2020-01-28",4
"10016-4ISI96-4","10016-4ISI96",320,10016,Delivered,"2020-01-28",1
"10016-5OGF68-1","10016-5OGF68",240,10016,Delivered,"2018-08-07",1
"10018-5QXT81-1","10018-5QXT81",160,10018,Delivered,"2020-02-20",1
"10018-5YWA84-1","10018-5YWA84",140,10018,Delivered,"2019-06-29",1
"10018-7NEG71-1","10018-7NEG71",220,10018,Delivered,"2020-04-10",3
"10018-7NEG71-2","10018-7NEG71",320,10018,Delivered,"2020-04-10",1
"10018-7NEG71-3","10018-7NEG71",140,10018,Delivered,"2020-04-10",1
"10018-8UBJ36-1","10018-8UBJ36",230,10018,Delivered,"2019-12-24",1
"10018-9JVR69-1","10018-9JVR69",150,10018,Delivered,"2018-10-02",1
"10019-0TBT31-1","10019-0TBT31",120,10019,Delivered,"2019-10-13",1
"10019-0TBT31-2","10019-0TBT31",160,10019,Delivered,"2019-10-13",1
"10019-1HKT13-1","10019-1HKT13",150,10019,Delivered,"2020-07-09",1
"10019-1ZLE04-1","10019-1ZLE04",240,10019,Delivered,"2019-07-11",1
"10019-1ZLE04-2","10019-1ZLE04",340,10019,Delivered,"2019-07-11",1
"10019-1ZLE04-3","10019-1ZLE04",340,10019,Delivered,"2019-07-11",1
"10019-1ZLE04-4","10019-1ZLE04",150,10019,Delivered,"2019-07-11",1
"10019-3TCA60-1","10019-3TCA60",160,10019,Delivered,"2017-10-20",1
"10020-0TYV48-1","10020-0TYV48",240,10020,Delivered,"2020-08-08",1
"10020-5XDQ21-1","10020-5XDQ21",160,10020,Delivered,"2017-03-28",1
"10021-0NNR67-1","10021-0NNR67",160,10021,Canceled,"2020-07-16",3
"10021-1UHR84-1","10021-1UHR84",230,10021,Delivered,"2018-05-29",1
"10021-8RJB31-1","10021-8RJB31",140,10021,Delivered,"2020-08-04",1
"10021-8RJB31-2","10021-8RJB31",340,10021,Delivered,"2020-08-04",1
"10021-8RJB31-3","10021-8RJB31",140,10021,Delivered,"2020-08-04",1
"10021-9WAJ53-1","10021-9WAJ53",340,10021,Delivered,"2019-04-03",1
"10021-9WAJ53-2","10021-9WAJ53",160,10021,Delivered,"2019-04-03",2
"10022-0HJZ24-1","10022-0HJZ24",160,10022,Delivered,"2018-05-22",1
"10024-2UXP76-1","10024-2UXP76",120,10024,Delivered,"2018-02-05",1
"10024-3BBR93-1","10024-3BBR93",140,10024,Delivered,"2019-10-18",1
"10024-5IJK69-1","10024-5IJK69",150,10024,Returned,"2017-12-14",1
"10024-6GXW45-1","10024-6GXW45",330,10024,Delivered,"2017-12-10",1
"10024-6GXW45-2","10024-6GXW45",240,10024,Delivered,"2017-12-10",1
"10024-8WIO35-1","10024-8WIO35",320,10024,Delivered,"2017-11-03",1
"10025-1EDF45-1","10025-1EDF45",130,10025,Delivered,"2019-02-19",1
"10025-1EDF45-2","10025-1EDF45",340,10025,Delivered,"2019-02-19",1
"10025-1EDF45-3","10025-1EDF45",220,10025,Delivered,"2019-02-19",1
"10026-1BVR88-1","10026-1BVR88",140,10026,Delivered,"2018-04-20",1
"10026-2HVB33-1","10026-2HVB33",140,10026,Delivered,"2018-02-17",1
"10026-2HVB33-2","10026-2HVB33",150,10026,Delivered,"2018-02-17",1
"10026-3MLD28-1","10026-3MLD28",160,10026,Returned,"2016-12-06",1
"10026-3MLD28-2","10026-3MLD28",330,10026,Returned,"2016-12-06",1
"10026-4ZNX56-1","10026-4ZNX56",120,10026,Delivered,"2017-04-03",4
"10026-6IXH66-1","10026-6IXH66",330,10026,Delivered,"2016-06-25",1
"10027-3OXW04-1","10027-3OXW04",140,10027,Delivered,"2020-07-19",1
"10027-3OXW04-2","10027-3OXW04",150,10027,Delivered,"2020-07-19",3
"10027-3OXW04-3","10027-3OXW04",330,10027,Delivered,"2020-07-19",1
"10028-0ZAN00-1","10028-0ZAN00",240,10028,Delivered,"2018-02-04",3
"10028-0ZAN00-2","10028-0ZAN00",240,10028,Delivered,"2018-02-04",1
"10029-2XHO76-1","10029-2XHO76",130,10029,Delivered,"2017-06-11",1
"10029-6GFO36-1","10029-6GFO36",150,10029,Delivered,"2019-04-29",1
"10031-0UHI21-1","10031-0UHI21",150,10031,Delivered,"2020-01-04",1
"10031-0UHI21-2","10031-0UHI21",240,10031,Delivered,"2020-01-04",1
"10031-6OJS83-1","10031-6OJS83",150,10031,Delivered,"2020-05-22",1
"10031-7YQU87-1","10031-7YQU87",150,10031,Delivered,"2017-12-09",1
"10031-7YQU87-2","10031-7YQU87",130,10031,Delivered,"2017-12-09",1
"10031-7YQU87-3","10031-7YQU87",220,10031,Delivered,"2017-12-09",1
"10032-0AUE36-1","10032-0AUE36",120,10032,Delivered,"2019-03-05",1
"10032-3LZF67-1","10032-3LZF67",120,10032,Delivered,"2019-12-17",1
"10032-4IMO93-1","10032-4IMO93",320,10032,Delivered,"2019-12-14",1
"10032-4IMO93-2","10032-4IMO93",340,10032,Delivered,"2019-12-14",1
"10032-4IMO93-3","10032-4IMO93",130,10032,Delivered,"2019-12-14",1
"10032-4JDK42-1","10032-4JDK42",160,10032,Delivered,"2020-05-26",1
"10032-8CQM19-1","10032-8CQM19",230,10032,Delivered,"2020-07-01",2
"10033-4FPT49-1","10033-4FPT49",130,10033,Delivered,"2020-04-25",1
"10034-1RGZ13-1","10034-1RGZ13",320,10034,Delivered,"2016-10-12",1
"10035-0AEI79-1","10035-0AEI79",320,10035,Delivered,"2020-01-28",2
"10035-1NKS37-1","10035-1NKS37",230,10035,Delivered,"2016-07-29",1
"10035-7QUW00-1","10035-7QUW00",130,10035,Delivered,"2017-08-25",2
"10035-7QUW00-2","10035-7QUW00",240,10035,Delivered,"2017-08-25",2
"10035-7QUW00-3","10035-7QUW00",150,10035,Delivered,"2017-08-25",1
"10035-7QUW00-4","10035-7QUW00",430,10035,Delivered,"2017-08-25",3
"10035-7QUW00-5","10035-7QUW00",150,10035,Delivered,"2017-08-25",1
"10036-0DTM78-1","10036-0DTM78",160,10036,Delivered,"2019-08-26",1
"10036-0ZGK42-1","10036-0ZGK42",150,10036,Delivered,"2019-04-01",1
"10036-7MGG07-1","10036-7MGG07",160,10036,Delivered,"2017-07-11",1
"10036-7MGG07-2","10036-7MGG07",410,10036,Delivered,"2017-07-11",1
"10037-4VLF31-1","10037-4VLF31",230,10037,Delivered,"2018-10-28",1
"10037-5KYR20-1","10037-5KYR20",130,10037,Delivered,"2016-07-10",1
"10037-5KYR20-2","10037-5KYR20",160,10037,Delivered,"2016-07-10",2
"10037-5KYR20-3","10037-5KYR20",150,10037,Delivered,"2016-07-10",1
"10037-5KYR20-4","10037-5KYR20",230,10037,Delivered,"2016-07-10",1
"10037-8PEU40-1","10037-8PEU40",130,10037,Delivered,"2016-12-07",1
"10037-8PEU40-2","10037-8PEU40",240,10037,Delivered,"2016-12-07",1
"10037-9PUH58-1","10037-9PUH58",340,10037,Delivered,"2019-10-11",1
"10038-3IHI21-1","10038-3IHI21",420,10038,Delivered,"2019-07-09",1
"10039-0SJJ33-1","10039-0SJJ33",410,10039,Delivered,"2018-08-05",1
"10039-0SJJ33-2","10039-0SJJ33",230,10039,Delivered,"2018-08-05",1
"10039-0SJJ33-3","10039-0SJJ33",160,10039,Delivered,"2018-08-05",1
"10039-0SJJ33-4","10039-0SJJ33",150,10039,Delivered,"2018-08-05",1
"10039-0SJJ33-5","10039-0SJJ33",240,10039,Delivered,"2018-08-05",1
"10039-3CVB10-1","10039-3CVB10",130,10039,Delivered,"2017-03-20",1
"10039-3YAP81-1","10039-3YAP81",110,10039,Returned,"2017-08-17",1
"10039-3YAP81-2","10039-3YAP81",140,10039,Returned,"2017-08-17",1
"10039-5THA11-1","10039-5THA11",140,10039,Delivered,"2017-02-03",1
"10040-7VKW38-1","10040-7VKW38",140,10040,Delivered,"2018-10-28",1
"10040-7VKW38-2","10040-7VKW38",140,10040,Delivered,"2018-10-28",1
"10041-0VUZ41-1","10041-0VUZ41",340,10041,Delivered,"2018-04-04",1
"10041-1ZAW54-1","10041-1ZAW54",160,10041,Delivered,"2019-05-21",1
"10041-1ZAW54-2","10041-1ZAW54",320,10041,Delivered,"2019-05-21",1
"10041-3YJG57-1","10041-3YJG57",240,10041,Delivered,"2017-11-13",2
"10041-3YJG57-2","10041-3YJG57",110,10041,Delivered,"2017-11-13",1
"10041-3YJG57-3","10041-3YJG57",240,10041,Delivered,"2017-11-13",1
"10041-4BUM94-1","10041-4BUM94",120,10041,Delivered,"2017-07-17",4
"10041-6EHM90-1","10041-6EHM90",220,10041,Delivered,"2018-07-20",1
"10041-6FKV10-1","10041-6FKV10",130,10041,Canceled,"2018-01-08",1
"10041-6FKV10-2","10041-6FKV10",340,10041,Canceled,"2018-01-08",1
"10041-6FKV10-3","10041-6FKV10",340,10041,Canceled,"2018-01-08",1
"10041-6FKV10-4","10041-6FKV10",220,10041,Canceled,"2018-01-08",2
"10041-6FKV10-5","10041-6FKV10",210,10041,Canceled,"2018-01-08",1
"10041-8WDY48-1","10041-8WDY48",240,10041,Delivered,"2018-07-30",1
"10041-9EQQ36-1","10041-9EQQ36",340,10041,Delivered,"2018-05-17",1
"10042-3JHA89-1","10042-3JHA89",110,10042,Delivered,"2017-07-30",1
"10042-8YZD10-1","10042-8YZD10",340,10042,Delivered,"2019-09-08",1
"10043-2LRQ78-1","10043-2LRQ78",330,10043,Delivered,"2017-11-02",1
"10043-2LRQ78-2","10043-2LRQ78",160,10043,Delivered,"2017-11-02",1
"10043-2LRQ78-3","10043-2LRQ78",220,10043,Delivered,"2017-11-02",1
"10043-2UPY34-1","10043-2UPY34",140,10043,Delivered,"2020-03-25",1
"10043-2UPY34-2","10043-2UPY34",410,10043,Delivered,"2020-03-25",1
"10043-2UPY34-3","10043-2UPY34",240,10043,Delivered,"2020-03-25",2
"10043-4GCR88-1","10043-4GCR88",130,10043,Returned,"2019-12-10",1
"10043-4GCR88-2","10043-4GCR88",220,10043,Returned,"2019-12-10",1
"10043-4GCR88-3","10043-4GCR88",240,10043,Returned,"2019-12-10",1
"10043-4GCR88-4","10043-4GCR88",230,10043,Returned,"2019-12-10",3
"10043-5SNB43-1","10043-5SNB43",440,10043,Delivered,"2019-05-01",1
"10044-2KGQ94-1","10044-2KGQ94",330,10044,Returned,"2018-12-18",1
"10044-2KGQ94-2","10044-2KGQ94",120,10044,Returned,"2018-12-18",1
"10044-2KGQ94-3","10044-2KGQ94",220,10044,Returned,"2018-12-18",1
"10044-5REG78-1","10044-5REG78",110,10044,Delivered,"2016-09-13",1
"10044-8LFH08-1","10044-8LFH08",150,10044,Delivered,"2017-05-12",1
"10046-9MKE21-1","10046-9MKE21",140,10046,Delivered,"2020-05-10",2
"10047-3BKN76-1","10047-3BKN76",160,10047,Delivered,"2019-09-16",1
"10047-3BKN76-2","10047-3BKN76",120,10047,Delivered,"2019-09-16",2
"10047-3BKN76-3","10047-3BKN76",440,10047,Delivered,"2019-09-16",1
"10047-4LDU72-1","10047-4LDU72",240,10047,Delivered,"2017-05-30",1
"10047-4LDU72-2","10047-4LDU72",160,10047,Delivered,"2017-05-30",1
"10047-4LDU72-3","10047-4LDU72",140,10047,Delivered,"2017-05-30",1
"10047-4WTQ50-1","10047-4WTQ50",410,10047,Delivered,"2020-01-24",1
"10048-1OCN65-1","10048-1OCN65",120,10048,Delivered,"2019-05-06",2
"10049-7NDN96-1","10049-7NDN96",230,10049,Delivered,"2017-07-18",1
"10049-9EGZ37-1","10049-9EGZ37",110,10049,Delivered,"2017-09-20",1
"10049-9EGZ37-2","10049-9EGZ37",230,10049,Delivered,"2017-09-20",1
"10049-9EGZ37-3","10049-9EGZ37",220,10049,Delivered,"2017-09-20",1
"10049-9OSY37-1","10049-9OSY37",130,10049,Delivered,"2018-10-04",1
"10050-1WRQ24-1","10050-1WRQ24",140,10050,Delivered,"2017-07-08",1
"10050-3ZWX72-1","10050-3ZWX72",150,10050,Returned,"2020-03-21",1
"10050-9RWO91-1","10050-9RWO91",160,10050,Delivered,"2017-01-05",1
"10050-9RWO91-2","10050-9RWO91",120,10050,Delivered,"2017-01-05",4
"10052-3XSR83-1","10052-3XSR83",230,10052,Delivered,"2019-08-11",1
"10052-3XSR83-2","10052-3XSR83",340,10052,Delivered,"2019-08-11",1
"10052-3XSR83-3","10052-3XSR83",220,10052,Delivered,"2019-08-11",4
"10052-5JGR14-1","10052-5JGR14",130,10052,Delivered,"2016-12-25",1
"10052-9VZX19-1","10052-9VZX19",160,10052,Delivered,"2019-11-04",1
"10052-9VZX19-2","10052-9VZX19",160,10052,Delivered,"2019-11-04",1
"10053-0WHW46-1","10053-0WHW46",150,10053,Delivered,"2020-08-29",1
"10053-0WHW46-2","10053-0WHW46",120,10053,Delivered,"2020-08-29",3
"10053-0WHW46-3","10053-0WHW46",150,10053,Delivered,"2020-08-29",3
"10053-0WHW46-4","10053-0WHW46",150,10053,Delivered,"2020-08-29",1
"10053-3UXX47-1","10053-3UXX47",160,10053,Delivered,"2019-04-14",1
"10053-3ZAL80-1","10053-3ZAL80",160,10053,Delivered,"2020-06-19",1
"10053-5RNY45-1","10053-5RNY45",160,10053,Delivered,"2019-11-12",1
"10053-5XWM01-1","10053-5XWM01",330,10053,Delivered,"2018-10-05",1
"10053-5XWM01-2","10053-5XWM01",110,10053,Delivered,"2018-10-05",1
"10053-5XWM01-3","10053-5XWM01",310,10053,Delivered,"2018-10-05",3
"10053-5XWM01-4","10053-5XWM01",320,10053,Delivered,"2018-10-05",1
"10053-6LQY09-1","10053-6LQY09",140,10053,Canceled,"2020-06-30",1
"10053-6LTO07-1","10053-6LTO07",160,10053,Delivered,"2018-09-16",1
"10053-6LTO07-2","10053-6LTO07",130,10053,Delivered,"2018-09-16",1
"10053-7BTQ95-1","10053-7BTQ95",240,10053,Returned,"2016-09-29",1
"10053-7BTQ95-2","10053-7BTQ95",320,10053,Returned,"2016-09-29",3
"10053-7BTQ95-3","10053-7BTQ95",160,10053,Returned,"2016-09-29",1
"10053-9QCA98-1","10053-9QCA98",410,10053,Canceled,"2020-06-05",1
"10053-9QCA98-2","10053-9QCA98",160,10053,Canceled,"2020-06-05",1
"10053-9QCA98-3","10053-9QCA98",420,10053,Canceled,"2020-06-05",1
"10053-9QCA98-4","10053-9QCA98",130,10053,Canceled,"2020-06-05",1
"10054-0CIV97-1","10054-0CIV97",440,10054,Delivered,"2018-09-20",1
"10054-0CIV97-2","10054-0CIV97",240,10054,Delivered,"2018-09-20",2
"10054-5GXE58-1","10054-5GXE58",340,10054,Delivered,"2020-05-02",1
"10055-3FCM06-1","10055-3FCM06",140,10055,Delivered,"2019-06-04",1
"10056-0AZC69-1","10056-0AZC69",340,10056,Delivered,"2017-09-15",1
"10057-0KNR80-1","10057-0KNR80",240,10057,Delivered,"2018-09-20",1
"10057-0KNR80-2","10057-0KNR80",340,10057,Delivered,"2018-09-20",1
"10057-0KNR80-3","10057-0KNR80",340,10057,Delivered,"2018-09-20",1
"10057-0KNR80-4","10057-0KNR80",340,10057,Delivered,"2018-09-20",1
"10057-0KNR80-5","10057-0KNR80",140,10057,Delivered,"2018-09-20",4
"10057-0KNR80-6","10057-0KNR80",230,10057,Delivered,"2018-09-20",1
"10057-0ZSA85-1","10057-0ZSA85",330,10057,Delivered,"2018-04-15",1
"10057-0ZSA85-2","10057-0ZSA85",140,10057,Delivered,"2018-04-15",1
"10057-0ZSA85-3","10057-0ZSA85",210,10057,Delivered,"2018-04-15",1
"10057-0ZSA85-4","10057-0ZSA85",240,10057,Delivered,"2018-04-15",1
"10057-0ZSA85-5","10057-0ZSA85",340,10057,Delivered,"2018-04-15",1
"10057-0ZSA85-6","10057-0ZSA85",130,10057,Delivered,"2018-04-15",4
"10057-1ZRF83-1","10057-1ZRF83",160,10057,Returned,"2018-06-15",1
"10057-1ZRF83-2","10057-1ZRF83",330,10057,Returned,"2018-06-15",1
"10057-2NOA85-1","10057-2NOA85",110,10057,Delivered,"2018-10-03",1
"10057-3DCG58-1","10057-3DCG58",340,10057,Delivered,"2019-10-21",1
"10057-3DCG58-2","10057-3DCG58",110,10057,Delivered,"2019-10-21",1
"10057-3DND26-1","10057-3DND26",130,10057,Delivered,"2018-07-21",2
"10057-3TRT48-1","10057-3TRT48",240,10057,Delivered,"2017-03-30",2
"10057-3TRT48-2","10057-3TRT48",310,10057,Delivered,"2017-03-30",1
"10057-3TRT48-3","10057-3TRT48",330,10057,Delivered,"2017-03-30",1
"10057-6CNJ09-1","10057-6CNJ09",240,10057,Delivered,"2020-02-13",1
"10057-6CNJ09-2","10057-6CNJ09",140,10057,Delivered,"2020-02-13",1
"10057-6JKU52-1","10057-6JKU52",220,10057,Delivered,"2018-04-03",1
"10057-6JKU52-2","10057-6JKU52",110,10057,Delivered,"2018-04-03",1
"10057-6UCI04-1","10057-6UCI04",340,10057,Delivered,"2018-11-13",1
"10057-6UCI04-2","10057-6UCI04",340,10057,Delivered,"2018-11-13",1
"10057-6WNJ41-1","10057-6WNJ41",240,10057,Delivered,"2016-07-19",1
"10057-7ASA76-1","10057-7ASA76",160,10057,Delivered,"2019-03-28",1
"10057-7HDF46-1","10057-7HDF46",230,10057,Delivered,"2019-11-28",1
"10057-8LHW92-1","10057-8LHW92",330,10057,Delivered,"2019-03-22",1
"10057-8LHW92-2","10057-8LHW92",110,10057,Delivered,"2019-03-22",1
"10057-8LHW92-3","10057-8LHW92",130,10057,Delivered,"2019-03-22",1
"10058-9TOI28-1","10058-9TOI28",430,10058,Delivered,"2017-06-21",1
"10059-2AFF13-1","10059-2AFF13",150,10059,Delivered,"2020-05-28",1
"10059-2OYV88-1","10059-2OYV88",150,10059,Delivered,"2020-01-05",1
"10059-2OYV88-2","10059-2OYV88",410,10059,Delivered,"2020-01-05",1
"10059-2OYV88-3","10059-2OYV88",220,10059,Delivered,"2020-01-05",1
"10059-2XBD53-1","10059-2XBD53",150,10059,Returned,"2019-12-25",2
"10059-8JEP25-1","10059-8JEP25",110,10059,Delivered,"2019-12-11",1
"10059-9MSM24-1","10059-9MSM24",220,10059,Delivered,"2018-07-19",1
"10060-2OKN63-1","10060-2OKN63",120,10060,Delivered,"2018-06-29",1
"10060-2VXI65-1","10060-2VXI65",140,10060,Delivered,"2020-04-30",1
"10060-7LQR62-1","10060-7LQR62",120,10060,Delivered,"2017-11-06",1
"10062-5LHE59-1","10062-5LHE59",230,10062,Delivered,"2019-04-18",1
"10062-5LHE59-2","10062-5LHE59",440,10062,Delivered,"2019-04-18",1
"10062-5LHE59-3","10062-5LHE59",160,10062,Delivered,"2019-04-18",1
"10062-5LHE59-4","10062-5LHE59",340,10062,Delivered,"2019-04-18",1
"10062-5LHE59-5","10062-5LHE59",230,10062,Delivered,"2019-04-18",1
"10062-5LHE59-6","10062-5LHE59",230,10062,Delivered,"2019-04-18",1
"10063-7QGX47-1","10063-7QGX47",330,10063,Delivered,"2016-07-05",1
"10063-7QGX47-2","10063-7QGX47",120,10063,Delivered,"2016-07-05",1
"10064-0ABP42-1","10064-0ABP42",140,10064,Returned,"2018-07-27",1
"10064-3GOE50-1","10064-3GOE50",340,10064,Delivered,"2016-08-29",1
"10064-3KJT29-1","10064-3KJT29",160,10064,Delivered,"2018-10-08",1
"10064-8CBV21-1","10064-8CBV21",310,10064,Delivered,"2018-10-05",2
"10064-8CBV21-2","10064-8CBV21",130,10064,Delivered,"2018-10-05",1
"10066-0XRF75-1","10066-0XRF75",110,10066,Delivered,"2017-12-09",1
"10066-0XRF75-2","10066-0XRF75",150,10066,Delivered,"2017-12-09",1
"10066-0XRF75-3","10066-0XRF75",160,10066,Delivered,"2017-12-09",1
"10066-0XRF75-4","10066-0XRF75",340,10066,Delivered,"2017-12-09",4
"10066-0XRF75-5","10066-0XRF75",210,10066,Delivered,"2017-12-09",1
"10066-0XRF75-6","10066-0XRF75",240,10066,Delivered,"2017-12-09",1
"10066-0XRF75-7","10066-0XRF75",130,10066,Delivered,"2017-12-09",1
"10066-0XRF75-8","10066-0XRF75",210,10066,Delivered,"2017-12-09",1
"10066-0XRF75-9","10066-0XRF75",120,10066,Delivered,"2017-12-09",1
"10066-5QKD20-1","10066-5QKD20",340,10066,Delivered,"2019-09-19",1
"10066-5QKD20-2","10066-5QKD20",160,10066,Delivered,"2019-09-19",1
"10067-2FAB66-1","10067-2FAB66",150,10067,Delivered,"2019-01-28",1
"10067-2ISV48-1","10067-2ISV48",160,10067,Delivered,"2017-06-09",1
"10067-3MVZ63-1","10067-3MVZ63",230,10067,Delivered,"2019-04-14",2
"10067-5BUX93-1","10067-5BUX93",130,10067,Delivered,"2016-09-05",4
